1743465600000000,1822.43000000,1824.41000000,1820.00000000,1824.41000000,832.47140000,1743465899999999,1516738.53012800,4934,391.41640000,713238.91828500,0
1743465900000000,1824.42000000,1827.25000000,1824.42000000,1826.09000000,1037.96250000,1743466199999999,1895460.72069600,5334,528.98790000,965980.67707400,0
1743466200000000,1826.08000000,1826.09000000,1821.62000000,1822.32000000,430.57090000,1743466499999999,785463.65485100,3146,151.17150000,275763.39476900,0
1743466500000000,1822.33000000,1825.38000000,1821.21000000,1825.26000000,579.82080000,1743466799999999,1056693.80991600,3845,331.55540000,604307.06082800,0
1743466800000000,1825.26000000,1827.81000000,1824.70000000,1826.62000000,691.03230000,1743467099999999,1262076.51588500,3891,440.11130000,803845.63122900,0
1743467100000000,1826.63000000,1830.07000000,1826.28000000,1827.34000000,568.81030000,1743467399999999,1040081.70300000,3315,253.24800000,463085.35203500,0
1743467400000000,1827.33000000,1829.75000000,1824.00000000,1824.41000000,1080.36310000,1743467699999999,1972398.19263300,4808,348.07330000,635629.93199100,0
1743467700000000,1824.42000000,1827.00000000,1823.54000000,1826.44000000,419.09120000,1743467999999999,764928.00465200,3223,248.89420000,454303.09535300,0
1743468000000000,1826.45000000,1826.60000000,1823.35000000,1825.87000000,764.48780000,1743468299999999,1395159.70598900,4358,384.10680000,700962.21872700,0
1743468300000000,1825.87000000,1827.86000000,1822.60000000,1823.44000000,773.34220000,1743468599999999,1411503.30354100,4618,352.23300000,643014.85105900,0
1743468600000000,1823.43000000,1843.00000000,1817.88000000,1826.28000000,13679.57180000,1743468899999999,25076338.89884000,35650,7742.54060000,14198495.40030300,0
1743468900000000,1826.28000000,1832.94000000,1826.01000000,1831.94000000,1771.34120000,1743469199999999,3240429.70052500,9284,1065.75190000,1949825.12890100,0
1743469200000000,1831.93000000,1833.33000000,1829.42000000,1830.43000000,1917.11530000,1743469499999999,3510933.23073800,10276,607.09300000,1111573.49589200,0
1743469500000000,1830.43000000,1830.93000000,1824.00000000,1824.62000000,1393.91960000,1743469799999999,2547454.55454200,7808,527.71400000,964265.08434500,0
1743469800000000,1824.62000000,1825.95000000,1821.03000000,1825.94000000,2051.65160000,1743470099999999,3741519.13562200,6696,787.74760000,1436558.85281100,0
1743470100000000,1825.95000000,1829.11000000,1824.80000000,1824.92000000,660.87190000,1743470399999999,1207575.72667200,5379,295.87680000,540652.82056400,0
1743470400000000,1824.91000000,1826.17000000,1823.48000000,1826.15000000,587.24760000,1743470699999999,1071658.37823700,3907,244.30290000,445821.00846100,0
1743470700000000,1826.15000000,1829.06000000,1826.15000000,1828.11000000,907.98300000,1743470999999999,1659386.76208600,3751,443.93980000,811301.93423800,0
1743471000000000,1828.11000000,1829.12000000,1824.04000000,1824.93000000,844.21510000,1743471299999999,1541798.89375900,5402,421.06950000,768995.57394500,0
1743471300000000,1824.94000000,1826.27000000,1823.58000000,1824.07000000,571.33500000,1743471599999999,1042481.30199300,3880,248.78230000,453914.49974300,0
1743471600000000,1824.06000000,1824.25000000,1821.71000000,1822.54000000,714.86070000,1743471899999999,1303050.11513200,3566,238.49090000,434690.24127900,0
1743471900000000,1822.54000000,1828.47000000,1822.54000000,1826.02000000,1006.05210000,1743472199999999,1837217.41803100,4338,691.92420000,1263397.42985200,0
1743472200000000,1826.03000000,1827.28000000,1823.49000000,1824.49000000,405.75770000,1743472499999999,740849.19215800,3980,216.48760000,395279.37849500,0
1743472500000000,1824.49000000,1827.11000000,1824.44000000,1826.38000000,352.53190000,1743472799999999,643716.31023100,1731,264.00570000,482056.51688600,0
1743472800000000,1826.38000000,1827.25000000,1824.39000000,1826.42000000,525.67600000,1743473099999999,959868.43798500,3659,292.84820000,534729.55334600,0
1743473100000000,1826.42000000,1830.39000000,1825.47000000,1830.11000000,716.42420000,1743473399999999,1309531.73118500,4340,419.87730000,767542.51137500,0
1743473400000000,1830.12000000,1830.97000000,1828.45000000,1830.92000000,747.67700000,1743473699999999,1368137.27865300,3846,378.86040000,693242.69623400,0
1743473700000000,1830.93000000,1835.00000000,1830.93000000,1833.17000000,1351.30430000,1743473999999999,2476215.95866900,6744,910.09330000,1667558.26768100,0
1743474000000000,1833.17000000,1833.76000000,1830.63000000,1832.62000000,767.59310000,1743474299999999,1406390.42563800,4956,277.92600000,509275.77938100,0
1743474300000000,1832.61000000,1833.41000000,1831.03000000,1831.69000000,500.03870000,1743474599999999,916265.46557000,3066,213.94600000,391982.36141300,0
1743474600000000,1831.69000000,1832.31000000,1829.58000000,1830.99000000,575.75100000,1743474899999999,1053936.09562300,3819,256.22840000,469032.00651300,0
1743474900000000,1830.99000000,1831.09000000,1829.50000000,1831.09000000,412.79590000,1743475199999999,755527.45127800,3393,196.45970000,359546.81777200,0
1743475200000000,1831.09000000,1835.92000000,1831.08000000,1834.99000000,1164.18580000,1743475499999999,2135572.89353000,4362,742.30740000,1361750.54779000,0
1743475500000000,1835.00000000,1836.37000000,1834.38000000,1836.37000000,927.01640000,1743475799999999,1701625.12571600,4799,599.62720000,1100641.48533700,0
1743475800000000,1836.36000000,1837.81000000,1835.64000000,1836.46000000,1103.08620000,1743476099999999,2026324.20648300,4525,648.95630000,1192043.05989100,0
1743476100000000,1836.46000000,1839.39000000,1836.45000000,1839.38000000,1645.63770000,1743476399999999,3024817.75976100,4745,1171.19450000,2152763.86947100,0
1743476400000000,1839.38000000,1840.91000000,1837.37000000,1839.67000000,1263.28140000,1743476699999999,2323417.34502200,6020,509.98640000,938028.59422800,0
